良心品牌,類型,地域,地區,地址,LATITUDE,LONGITUDE,REV_ADDR (For checking only),Map Pin Checked?,聯絡方法(電話/電郵),營業時間,資料來源,資料來源 2,Map Marked,良心行動,良心行動連結,良心行動永久備份連結
叁拾士多,飲食,九龍,觀塘,觀塘成業街19-21號成業工業大廈3樓322室,,,,,55400843,"星期一至六
12:00 - 19:00
星期日
全日休息
公眾假期
全日休息",,,,12/6 支持遊行，5/8 參與罷市,https://hk.lifestyle.appledaily.com/etw/magazine/article/20190819/3_59935828/-%E9%80%86%E6%AC%8A%E5%B0%8F%E5%BA%97-%E8%89%AF%E5%BF%83%E7%B6%B2%E4%B8%8A%E5%A3%AB%E5%A4%9A%E6%92%90%E7%BD%B7%E5%B7%A5-32%E9%A3%9F%E7%9C%9F-%E9%AD%9A%E8%82%89%E7%87%92%E8%B3%A3-%E8%80%81%E9%97%86%E4%B8%8D%E8%B3%A3%E5%A4%A7%E9%99%B8%E9%A3%9F%E5%93%81-%E8%87%AA%E5%B7%B1%E7%84%A1%E4%BF%A1%E5%BF%83%E9%A3%9F-%E4%BD%95%E5%BF%85%E8%B3%A3%E7%95%80%E5%AE%A2-/?utm_campaign=etw_social_etw&utm_medium=social&utm_source=facebook&fbclid=IwAR3i7BdB010yoa_jZlM4HVfCKQ1rAmPmQtEpAoPZOMJIT3YfMCj38b0UmY0,
味角,飲食,香港島,灣仔,灣仔堅彌地街1A號景星樓地下8號舖,,,,,51145975,"星期一至五
11:00 - 21:30
星期六至日
11:00 - 22:00",,,,為抗爭者提供飲品,https://www.facebook.com/delicorner.hk/photos/a.355508888564879/454337522015348/?type=3&theater,
咖啡弄,飲食,九龍,尖沙咀,尖沙咀漢口道38-40號漢興大廈1樓,,,,,23685828,12:00 - 22:30,,,,5/8 參與罷市,https://www.facebook.com/CoffeeAlleyTsimShaTsui/photos/a.1692744354279100/2335616479991881/?type=3&theater,
咖啡弄,飲食,香港島,銅鑼灣,銅鑼灣邊寧頓街9-11號登龍閣1樓B1-B3室,,,,,24933033,"星期一至四
12:00 - 22:30
星期五至六
12:00 - 23:00
星期日
12:00 - 22:30",,,,5/8 參與罷市,https://www.facebook.com/CoffeeAlleyTsimShaTsui/photos/a.1692744354279100/2335616479991881/?type=3&theater,
四喜麵包西餅,飲食,九龍,荔枝角,長沙灣青山道500號百美工業大廈地下B6-8號舖,,,,,/,"星期一至六
06:00 - 20:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/sayheybakery/photos/a.631901013516847/3086608411379416/?type=3&theater,
圓點工房 Canapes Room,飲食,新界,火炭,火炭山尾街31-41號華樂工業中心AB座3樓23-26室,,,,,37493873,"星期一至六
08:00 - 17:30
星期日
全日休息",,,,12/6 支持遊行,https://www.facebook.com/canapesroom/photos/a.492948680897424/1066044103587876/?type=3&theater,
團日式拉麵,飲食,新界,荃灣,荃灣大屋街18號金豐閣地下1-2號舖,,,,,24882322,"星期一至日
12:00 - 15:30
18:00 - 22:30",,,,5/8 參與罷市,https://www.facebook.com/unityramen/photos/a.981738578650538/1297354283755631/?type=3&theater,
在家,飲食,九龍,觀塘,觀塘駿業里10號業運工業大廈14G室,,,,,"39967685
93672127","星期一至六
12:00 - 15:00
星期日
全日休息
公眾假期
12:00 - 15:00
公眾假期前夕
12:00 - 15:00",,,,5/8 為抗爭者提供食物,https://www.facebook.com/iloveeatathome/photos/a.671490062909283/3044792368912362/?type=3&theater,
壹屋子台式料理,飲食,新界,西貢,香港新界西貢福民路 58-72 號高富樓地下 11 號舖,,,,,92931334,/,,,,5/8 參與罷市,https://www.facebook.com/%E5%A3%B9%E5%B1%8B%E5%AD%90-Sons-Lab-2173171382967452/,
外賣俠,飲食,九龍,觀塘,九龍觀塘駿業街熟食市場地下21號舖,,,,,34889669,/,,,,12/6 參與罷市,https://www.facebook.com/TakeawayMasterKwunTong/photos/a.2272565126167919/2306693022755129/?type=3&theater,
大丼家,飲食,新界,荃灣,荃灣眾安街68號荃灣千色匯II期地下G1-2號舖,,,,,26169611,11:30 - 22:00,,,,12/6 參與罷市,https://www.facebook.com/TsuenWan.KOLOUR.2/photos/a.1762818497314165/2278502865745723/?type=3&theater,
大湯家燉湯專門店,飲食,九龍,觀塘,觀塘開源道63號福昌大廈地下A01號舖,,,,,55022462,08:00 - 20:00,,,,為抗爭者提供食物,https://www.facebook.com/soupmasterhk/posts/1081311588877002,
大飯糖 Sweet Canteen,飲食,新界,洪水橋,元朗洪水橋大街1號德祥樓25-26號地舖,,,,,24480355,16:30 - 01:00,,,,12/6 參與罷市,https://www.facebook.com/154490107948303/photos/a.1254746871255949/2518480294882594/?type=3&theater,
大飯糖 Sweet Canteen,飲食,新界,大圍,大圍美田路30號美林邨熟食亭5-8號舖,,,,,61317177,12:00 - 00:30,,,,12/6 參與罷市,https://www.facebook.com/154490107948303/photos/a.1254746871255949/2518480294882594/?type=3&theater,
天恩健康素食,飲食,新界,荃灣,荃灣西樓角路荃昌中心昌安商場1樓45&62號,,,,,24996381,"星期一至六
11:30 - 21:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/tsuenwandp/photos/a.1389833221317928/2119132031721373/?type=3&eid=ARCMnfcDsWXECnEvFG1l3ztGDbv7NdcYIwj5KfEDBBm-PnXrt1loaQFUHPeO9BUzt5BP1_yo-9ZtE4Rw&__xts__%5B0%5D=68.ARBDExv2GJ8OS6nM5KPFl_ONK8qEEdjJu89RrlG-xfgYu94BL-XnmGGxMmJ6RsODkBds7LUmH-ZOursoeBLVERryHh1x0OUMrbG4AJsZxOmXmNx_X3fP1z08EhdKW7_Wa5oYOJYkVwazMeNfsEW7mkdqopzjTK6mE_KKaz5Bmq6cK94484ax7E2fNwOmo5QfQDXc9nBkXedYhnbDZOWGJ08lkWyc-ez-inogZmmDtFv9LrNa9AlLsFRYgbGTUsPgD9SqqQIbBSBmxL3jZDokZi2PwT7f6_TNgchgT_Ew9YxamAD_pB4Jr5Crhx8dUHNrWrbtI2TgfS77t_GUk2Dd35oKXT5a&__tn__=EEHH-R,
太平飯店,飲食,香港島,北角,北角渣華道124號地下D舖,,,,,31073797,11:00 - 23:00,,,,12/6 參與罷市,https://www.facebook.com/taipingkitchen/photos/a.837767806281915/2362123950512952/?type=3&theater,
奴地方,飲食,新界,元朗,元朗裕榮徑11號好旺洋樓地下10號舖,,,,,51149034,12:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/masterplacecafe/photos/rpp.2050576148504059/2512474265647576/?type=3&theater,
安郴記,飲食,新界,屯門,屯門青河坊3號利寶大廈地下102號舖,,,,,97938989,"星期一至六
10:00 - 01:00
星期日
19:00 - 01:00",,,,5/8 參與罷市,https://www.facebook.com/ONSumkee/photos/a.1646284138953600/2237234646525210/?type=3&theater,
寶島,飲食,新界,屯門,屯門湖翠路138號啟豐園商場地下25號,,,,,24573538,"星期一至日
11:15 - 15:00
17:00 - 21:00",,,,18/8 支持遊行,https://www.facebook.com/pages/category/Asian-Restaurant/%E5%B1%AF%E9%96%80%E5%AF%B6%E5%B3%B6-1467018940212084/,
小甜將,飲食,新界,沙田圍,沙田崗背街9-11號全輝中心B座L1 16號舖,,,,,/,/,,,,5/8 參與罷市,https://www.facebook.com/littlesweetgeneral/photos/a.1090231311164001/1106362576217541/?type=3&theater,
峯日式料理,飲食,九龍,觀塘,觀塘駿業街67號熟食市場1樓46號舖,,,,,54288748,"星期一至日
12:00 - 16:00
17:00 - 21:00",,,,5/8 參與罷市,https://www.facebook.com/mine.kwuntong/photos/a.2267711166796028/2510123612554781/?type=3&theater,
嵐屋ARASHI,飲食,九龍,慈雲山,慈雲山蒲蕙里6-8號蒲蕙樓地下8號舖,,,,,23101220,"星期一至六
12:00 - 15:00
19:00 - 22:00
星期日
全日休息
公眾假期
12:00 - 15:00
18:30 - 22:00",,,,5/8 參與罷市,https://www.facebook.com/arashiltd/photos/a.1746324948941245/2341709112736156/?type=3&theater,
師父飯堂,飲食,香港島,太古,鰂魚涌英皇道1065號東達中心13樓1301A室,,,,,36151492,"星期一至六
09:00 - 17:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/262418180968046/photos/a.348030075740189/502955936914268/?type=3&theater,
恰迷紅茶,飲食,九龍,荔枝角,荔枝角長沙灣道883號億利工業中心地下1D號舖,,,,,/,"星期一至六
11:00 - 20:00
星期日
11:00 - 17:00
公眾假期
11:00 - 17:00",,,,5/8 參與罷市,https://www.instagram.com/p/B0svWT3DPPT/,
新苑記粉麵茶室,飲食,新界,葵興,葵涌禾塘咀街119號D地舖,,,,,28138928,10:00 - 02:00,,,,16/6 支持遊行,https://www.facebook.com/newyuenkee/photos/a.554578095020201/629392790872064/?type=3&theater,
李圓圓,飲食,九龍,旺角,旺角旺角道30-36號寶安大廈地下E2號舖,,,,,/,/,,,,5/8 參與罷市,https://www.facebook.com/Hkbubblelee/photos/a.550672702075552/683720785437409/?type=3&theater,
李圓圓,飲食,九龍,佐敦,佐敦庇利金街38號地下,,,,,64369999,"星期一至四
12:00 - 23:00
星期五至日
11:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/Hkbubblelee/photos/a.550672702075552/683720785437409/?type=3&theater,
李圓圓,飲食,九龍,荔枝角,荔枝角長沙灣道883號億利工業中心地下6-A2號舖,,,,,59048046 (可Whatsapp),/,,,,5/8 參與罷市,https://www.facebook.com/Hkbubblelee/photos/a.550672702075552/683720785437409/?type=3&theater,
校長燒肉,飲食,新界,荃灣,荃灣沙咀道298號翡翠廣場2樓,,,,,36190212,"星期一至日
11:30 - 15:30
17:00 - 23:30",,,,店內張貼反送中海報,https://www.facebook.com/校長燒肉-日韓料理-荃灣-353135761923289/,
森川弁当,飲食,香港島,金鐘,金鐘夏慤道18號海富中心2樓90號舖,,,,,23335852,"星期一至五
10:30 - 14:00
星期六至日
全日休息
公眾假期
全日休息
",,,,為抗爭者提供食物,https://hk.news.appledaily.com/local/realtime/article/20190613/59712194,
活一鮮,飲食,香港島,香港大學,西環石塘咀皇后大道西503號地下,,,,,21684428,"星期一
全日休息
星期二至日
12:00 - 15:00
18:00 - 22:00",,,,12/6 支持遊行,https://www.facebook.com/hkKatsuisen/posts/10157050522170491,
活一鮮,飲食,香港島,北角,北角錦屏街21號東發大廈A座地下,,,,,34811928,"星期一
全日休息
星期二至日
12:00 - 15:00
18:00 - 22:00",,,,12/6 支持遊行,https://www.facebook.com/hkKatsuisen/posts/10157050522170491,
海鮮角樂 Seafood Corner,飲食,香港島,堅尼地城,西環堅尼地城加多近街67號地下G16號舖,,,,,62929472,"星期一至二
12:00 - 23:00
星期三
全日休息
星期四至五
12:00 - 23:00
星期六至日
12:30 - 23:00
公眾假期
12:30 - 23:00",,,,12/6 支持遊行,https://www.facebook.com/Seafood.Corner.HK/posts/2382903998592835,
深深甜品,飲食,九龍,深水埗,深水埗桂林街46號恆安樓地下C舖,,,,,/,15:00 - 01:00,,,,5/8 參與罷市,https://www.facebook.com/ShumShumDesserts/photos/a.503853537027730/503853513694399/?type=3&theater,
澳洲牛奶公司,飲食,九龍,佐敦,佐敦白加士街47-49號地下,,,,,27301356,"星期一至三
07:30 - 23:00
星期四
全日休息
星期五至日
07:30 - 23:00
公眾假期
全日休息",,,,5/8 參與罷市,https://www.facebook.com/237649173041196/posts/1387344208071681?s=753094347&sfns=mo,
灃美小食,飲食,九龍,深水埗,深水埗元州街1號1F（大埔道油站）,,,,,90645411,/,,,,5/8 參與罷市,https://www.facebook.com/characteristic.house/posts/564358150635859,
王子廚房,飲食,新界,荃灣西,荃灣享成街8號香城大廈地下5A號舖,,,,,34801048,"星期一至六
12:00 - 16:00
18:00 - 21:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/princekitchen34801048/photos/a.241740052644924/1383023368516581/?type=3&theater,
王孖記果子,飲食,九龍,荔枝角,荔枝角青山道475A號地下A舖,,,,,55929088,"星期一至五
08:30 - 20:00
星期六
08:30 - 15:00
星期日
全日休息
公眾假期
全日休息",,,,5/8 參與罷市,https://www.facebook.com/w.boysfruitstore/photos/a.901394186540635/2803330423013659/?type=3&theater,
珍意泰國菜館,飲食,香港島,筲箕灣,筲箕灣筲箕灣東大街39號地下,,,,,31781333,11:30 - 23:00,,,,5/8 參與罷市,https://www.facebook.com/ChunYeeThai/photos/a.171843916764430/415083319107154/?type=3&theater,
甜記餃子,飲食,九龍,長沙灣,長沙灣昌華街23號富華廣場19號地舖,,,,,63602640,"星期一至五
11:00 - 22:00
星期六
全日休息
星期日
11:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/tinkeedumpling/photos/a.279808606020915/355054468496328/?type=3&theater,
留白,飲食,新界,荃灣,荃灣西樓角路202-216號荃昌中心昌寧商場地下12號舖,,,,,/,"星期一
全日休息
星期二至日
11:30 - 22:30",,,,12/6 參與罷市,https://www.facebook.com/793710814157983/photos/a.793798247482573/1104427206419674/?type=3&theater,
番茄師兄,飲食,九龍,深水埗,深水埗基隆街255號地舖,,,,,91650670,12:00 - 22:00,,,,發表支持港人言論,https://www.facebook.com/tomato.c.hing.shamshuipo/photos/a.2064397063821332/2334009700193399/?type=3&theater,
皇后飯店,飲食,香港島,灣仔,灣仔茂蘿街1-11號1樓,,,,,21161910,12:00 - 23:00,,,,12/6 參與罷市,https://www.facebook.com/QueensCafe/photos/a.846073282111713/2463007067084985/?type=3&theater,
秘 Secret Chefs,飲食,九龍,柯士甸,佐敦偉晴街11號地下,,,,,23611918,"星期一至日
12:00 - 15:00
18:00 - 22:00",,,,5/8 參與罷市,https://www.facebook.com/secretchefss/photos/a.725550410968548/1105054709684781/?type=3&theater,
秘 Secret Chefs,飲食,新界,荃灣西,荃灣享成街22號地舖,,,,,23509177,"星期一至日
12:00 - 15:00
18:00 - 22:00",,,,5/8 參與罷市,https://www.facebook.com/secretchefss/photos/a.725550410968548/1105054709684781/?type=3&theater,
笠笠咖啡,飲食,九龍,旺角,旺角彌敦道691-697號永如大廈3樓697室,,,,,94683617,"星期一至三
12:00 - 20:00
星期四
全日休息
星期五
12:00 - 20:00
星期六至日
12:00 - 18:00
公眾假期
12:00 - 18:00",,,,5/8 參與罷市,https://www.facebook.com/lovlovcoffee.com.hk/photos/a.1460952297500153/2277450599183648/?type=3&theater,
美樂小食,飲食,香港島,金鐘,金鐘夏慤道18號海富中心103-104號舖,,,,,25271900,/,,,,為抗爭者提供食物,https://hk.news.appledaily.com/local/realtime/article/20190613/59712194,
老友記,飲食,香港島,中環,中環華賢坊東17號地舖,,,,,/,/,,,,5/8 參與罷市,https://www.facebook.com/loyaukee1947/photos/a.1077955352385417/1253018524879098/?type=3&theater,
肆年八月米線專門店,飲食,新界,大圍,大圍下徑口村30號地舖,,,,,98727223,"星期一
全日休息
星期二至五
08:00 - 15:00
18:30 - 21:00
星期六至日
11:00 - 15:00
18:30 - 21:00",,,,5/8 參與罷市,https://www.facebook.com/thefourthaugustnoodleshouse/photos/a.2198566970423607/2377115592568743/?type=3&theater,
芳華絕代,飲食,九龍,太子,旺角界限街36號1-2樓,,,,,23662113,"星期一至四
12:00 - 23:45
星期五
00:00 - 02:00
星期六至日
12:00 - 23:45
公眾假期
12:00 - 23:45
公眾假期前夕
12:00 - 23:45",,,,5/8 參與罷市,https://www.facebook.com/fongwaaparlour/photos/rpp.208152416632570/473064246808051/?type=3&theater,
茶理史,飲食,九龍,尖沙咀,尖沙咀厚福街9號豪華閣地下B號舖,,,,,/,11:00 - 22:30,,,,5/8 參與罷市,https://www.facebook.com/charlesteabar/photos/a.1970948419839911/2334705840130832/?type=3&theater,
茶理史,飲食,九龍,旺角,旺角彌敦道688號旺角中心1期地下G25B1號舖,,,,,93442923,/,,,,5/8 參與罷市,https://www.facebook.com/charlesteabar/photos/a.1970948419839911/2334705840130832/?type=3&theater,
茶理史,飲食,新界,葵芳,葵芳葵富路7號葵涌廣場2樓2007號舖,,,,,/,13:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/charlesteabar/photos/a.1970948419839911/2334705840130832/?type=3&theater,
茶理史,飲食,香港島,灣仔,灣仔軒尼詩道288號英皇集團中心地下G08號舖,,,,,90360326,"星期一至六
11:30 - 21:30
星期日
11:30 - 21:00",,,,5/8 參與罷市,https://www.facebook.com/charlesteabar/photos/a.1970948419839911/2334705840130832/?type=3&theater,
茶理史,飲食,九龍,牛頭角,牛頭角馬蹄徑1號寶恩大廈地下1號舖,,,,,61795895,"星期一至四
12:00 - 23:00
星期五至六
12:00 - 00:00
星期日
12:00 - 23:00",,,,5/8 參與罷市,https://www.facebook.com/charlesteabar/photos/a.1970948419839911/2334705840130832/?type=3&theater,
茶理史,飲食,九龍,九龍城,九龍城賈炳達道113號地舖,,,,,/,/,,,,5/8 參與罷市,https://www.facebook.com/charlesteabar/photos/a.1970948419839911/2334705840130832/?type=3&theater,
蘇媽蘇媽,飲食,新界,荃灣西,荃灣大壩街71號地舖,,,,,35911208,/,,,,5/8 參與罷市,https://www.facebook.com/semuasemuaHK/photos/a.115691878809232/870925556619190/?type=3&theater,
蘇媽蘇媽,飲食,九龍,深水埗,深水埗基隆街251號地下,,,,,24479188,11:30 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/semuasemuaHK/photos/a.115691878809232/870925556619190/?type=3&theater,
螢火蟲小食,飲食,新界,寶琳,將軍澳慧安商場A134舖,,,,,/,/,,,,對反送中表態,https://hk.lifestyle.appledaily.com/lifestyle/realtime/article/20190804/59889120,
貓店街,飲食,九龍,旺角,旺角西洋菜南街1A號百寶利商業中心14樓1401室,,,,,62211779,13:00 - 22:00,,,,12/6 支持罷市,https://www.facebook.com/cafedekittens/photos/a.1601632270110854/2318792908394783/?type=3&theater,
轉角‧見,飲食,新界,荃灣,荃灣西樓角路202-216號荃昌中心昌寧大廈地下66號舖,,,,,54887124,11:30 - 22:15,,,,5/8 參與罷市,https://www.facebook.com/736168829837062/photos/a.1068820816571860/2276968885757041/?type=3&theater,
迦南鍋,飲食,新界,深井,深井深井村68號地舖,,,,,23370309,"星期一
全日休息
星期二至日
17:30 - 23:00",,,,店內設連儂牆,https://www.hk01.com/18%E5%8D%80%E6%96%B0%E8%81%9E/350302/%E9%80%83%E7%8A%AF%E6%A2%9D%E4%BE%8B-%E6%B7%B1%E4%BA%95-%E6%97%BA%E8%A7%92%E5%B0%8F%E5%BA%97%E5%A4%96%E5%9C%8D%E5%8C%96%E8%BA%AB%E9%80%A3%E5%84%82%E7%89%86-%E7%A7%81%E4%BA%BA%E7%A9%BA%E9%96%93%E5%A4%A7%E5%AE%B6%E7%9B%A1%E6%83%85%E8%B2%BC,
酒盗,飲食,香港島,北角,北角錦屏街23號地下A舖,,,,,27770688,"星期一至六
12:00 - 14:30
18:00 - 00:00
星期日
全日休息",,,,5/8 參與罷市,https://www.facebook.com/hkshuto/posts/2511986592173895,
醋頭家,飲食,新界,元朗,元朗建業街51號地舖,,,,,98687716,12:00 - 23:00,https://www.facebook.com/freshvinegartea/,,,27/7 參與罷市,https://www.facebook.com/freshvinegartea/photos/rpp.617689218590808/933066300386430/?type=3&theater,
醋頭家,飲食,新界,荃灣,荃灣惠荃道22-66號綠楊坊1樓F19B號舖,,,,,28865898,/,https://www.facebook.com/freshvinegartea/,,,27/7 參與罷市,https://www.facebook.com/freshvinegartea/photos/rpp.617689218590808/933066300386430/?type=3&theater,
阿叔泰麵,飲食,新界,元朗,元朗西菁街20號益輝大廈地下3號舖,,,,,28873269,"星期一至四
11:30 - 22:00
星期五至六
11:30 - 23:00
星期日
11:30 - 22:00
公眾假期
11:30 - 22:00",,,,12/6 支持罷市,https://www.facebook.com/asokthainoodle/photos/a.1866634546719186/2200068326709138/?type=3&theater,
阿貓地攤,飲食,香港島,銅鑼灣,銅鑼灣富明街2-6號寶明大廈3樓D-E室,,,,,27109953,"星期一至日
11:00 - 21:00
公眾假期
11:00 - 21:00
公眾假期前夕
11:00 - 21:00",,,,5/8 參與罷市,https://www.facebook.com/cwbcatstore/photos/a.995004263853072/2430615630291921/?type=3&theater,
隨然有機玄米菜食料理,飲食,九龍,尖沙咀,尖沙咀寶勒巷10號4樓,,,,,67406500,"星期一
12:00 - 15:00
18:30 - 22:00
星期二
全日休息
星期三至日
12:00 - 15:00
18:30 - 22:00
逢初一,十五
12:00 - 15:00
18:30 - 22:00",,,,5/8 參與罷市,https://www.facebook.com/naturalead.cafe/posts/2030473797058646,
韓閣Korean Loft Cafe,飲食,新界,荃灣,荃灣路德圍運通街地下10M號舖,,,,,39568101,11:30 - 23:00,https://www.facebook.com/koreanloftcafe/,,,5/8 參與罷市,https://www.facebook.com/photo.php?fbid=10157329579056212&set=p.10157329579056212&type=3&theater,
風流居酒屋 FuRyu Izakaya,飲食,新界,大圍,大圍大圍村第3街32號地舖,,,,,26409798,12:00 - 00:00,,,,5/8 參與罷市,https://www.facebook.com/FuRyu.hk/photos/a.757699927751727/1231060507082331/?type=3&theater,
風流居酒屋 FuRyu Izakaya,飲食,香港島,銅鑼灣,銅鑼灣登龍街28號永光中心6樓A室,,,,,21113984,(裝修中),,,,5/8 參與罷市,https://www.facebook.com/FuRyu.hk/photos/a.757699927751727/1231060507082331/?type=3&theater,
餓狼來了 Food Hunter,飲食,新界,粉嶺,粉嶺聯捷街1號榮福中心31號地鋪,,,,,51198670,"星期一
全日休息
星期二至日
09:00 - 20:00",,,,5/8 參與罷市,https://www.facebook.com/531030620599192/photos/a.531055733930014/884975275204723/?type=3&theater,
馬仔記客家菜館,飲食,新界,上水,上水新康街57-59號地下,,,,,26680168,24小時營業,,,,為抗爭者提供水,https://www.youtube.com/watch?v=HIZr_fjKUKc,
高高一Cook,飲食,新界,元朗,元朗鳳攸南街9號好順利大廈1座地下1C&D號舖,,,,,/,17:30 - 23:30,,,,12/6 支持罷市,https://www.facebook.com/GoGorYatCook/photos/a.489276448072560/881966018803599/?type=3&theater,
麵家山下,飲食,新界,上水,上水新康街63號地下D3-D4號舖,,,,,64827340,"星期一至日
12:00 - 15:00
18:00 - 21:00",,,,9/6 支持罷市,https://www.facebook.com/menyamashita/posts/2241627912558025?hc_location=ufi,
龍門快餐店,飲食,香港島,金鐘,金鐘夏慤道18號海富中心二期2樓99號舖,,,,,28668838,"星期一至六
07:00 - 17:00
星期日
全日休息",,,,以優惠價為遊行人士提供食物,https://hk.news.appledaily.com/local/realtime/article/20190617/59724088,
望月,飲食 (月餅）,,,"銷售點：
city'super【銅鑼灣店】
city'super【中環店】
city'super【沙田店】
Log-on【太古城店】
【望月】HKTV MALL 商店
香港電訊【THE CLUB】中秋月餅禮遇 2019
CLUB LIKE 網上商店",,,,,,,https://www.facebook.com/wangyuehk/?ref=br_rs,,,5/8 罷工,https://www.facebook.com/wangyuehk/posts/2393915337313418,
